id,duration,bitrate,bitrate.video.,height,width,frame.rate,frame.rate.est..,codec,category
vyFJlQVNzVc,62,1301,1192,854,480,29.97,0,h264,Entertainment
ilO5-cVl_co,29,979,860,640,480,30,0,h264,Science & Technology
uGFU-rBaJ7k,117,316,204,320,240,25,25,h264,Music
0tv1-vTzIB8,71,465,335,640,480,30,0,h264,Comedy
hZf2-pR4ihs,105,1180,1086,854,480,29.92,0,h264,Gaming
_RSK-__eKGc,218,1206,1094,640,480,29.97,0,h264,Entertainment
r-jH-taN3M0,52,575,568,1248,720,15,15,h264,Science & Technology
PXD7-vmkwOM,21,1232,1174,640,480,29.97,0,h264,Music
a20v-4l_K7w,499,834,713,854,480,29.97,0,h264,People & Blogs
xrok-uyMfrw,10,930,819,640,480,29.97,0,h264,Gaming
2Pvu-TMgdH4,334,1096,982,640,480,30,0,h264,Howto & Style
LSxS-MwlyLA,37,840,812,640,480,25,0,h264,Gaming
kSIt-hVrFQw,56,650,557,640,360,29.97,0,h264,Entertainment
K2FY-PAxpw8,98,442,311,640,360,30,0,h264,People & Blogs
BOj2-ctKCQo,195,891,789,1280,720,29.97,29.97,h264,Music
7BZG-UATq8I,297,512,417,320,240,25,0,h264,Music
3Wdl-z-WnIM,237,1258,1148,720,480,29.97,0,h264,Music
kWbS-6mUOgQ,26,1259,1229,848,480,30,0,h264,Music
sxsv--2ltb4,183,380,303,176,144,20,0,h264,People & Blogs
sdDk-urk7Qg,51,1266,1156,854,480,29.97,0,h264,People & Blogs
6don-0SuHe8,23,1720,1561,1280,720,29.97,29.97,h264,Gaming
ykQZ-FFK7z0,41,399,268,320,240,30,0,h264,Film & Animation
HGuK-_RT02I,43,296,219,270,480,29.97,0,h264,Entertainment
XJz0-Gh2p1I,56,458,338,854,480,25,0,h264,Science & Technology
nqsX-7sji_Y,59,3203,3008,1280,720,29.97,29.97,h264,Gaming
GlbV-yFVHRg,125,5972,5818,1920,1080,29.97,29.97,h264,Entertainment
Ue3k-yVFBEQ,160,340,240,480,320,29.92,0,h264,People & Blogs
4awc-oQSvdI,78,926,807,640,480,29.97,0,h264,Education
Va2h-QC5Oe0,717,1287,1178,706,480,25,0,h264,People & Blogs
WJcw-Tngb6A,218,593,464,640,360,23,0,h264,People & Blogs
Xq9T-Rj3nuw,123,240,106,320,240,25,0,h264,Entertainment
cEdu-hWYPZ4,32,3013,2934,1280,720,29.97,29.97,h264,Sports
KWbf-kM2ME8,133,3856,3722,1920,1080,24,24,h264,Sports
s0iC-dB5O-k,23,3146,3001,1280,720,30,30,h264,Gaming
9jGF-Kt64qw,1733,412,281,320,240,30,0,h264,People & Blogs
VJmr-b_b0eI,247,1236,1125,640,480,25,0,h264,News & Politics
lLDG-CMQJ-8,183,782,692,640,480,29.97,0,h264,Pets & Animals
bZNrHPORdFM,35,881,814,640,480,29.97,0,h264,Autos & Vehicles
jxuB-rBeA8I,319,208,72,640,480,25,0,h264,Music
m823-Jr5RQs,69,3145,2991,1280,720,24,24,h264,People & Blogs
x2mV-aFc6Ds,153,574,449,640,360,25,0,h264,Travel & Events
nVch-s9KBN8,78,1191,1079,640,480,30,0,h264,Sports
xbfX-A2WuSA,491,499,370,854,480,29.97,0,h264,Education
1V7u-EADzag,226,5853,5659,1920,1080,29.97,29.97,h264,Entertainment
P2Wf-97CYiU,499,472,376,360,480,30,0,h264,Comedy
4lCk-uAWopg,4,3110,3046,1280,720,30,30,h264,Gaming
CICD-SsZRRg,464,1902,1747,1440,1080,29.97,29.97,h264,Gaming
066P-3XsdJk,3017,473,343,854,470,29.97,0,h264,Science & Technology
goF0-PPJnuI,780,352,221,320,240,25,0,h264,Education
D-Mq-yiP2U4,1330,5490,5336,1920,1080,29.97,29.97,h264,Gaming
0REs-xuqcsc,123,1861,1703,1280,720,29.92,29.96,h264,Entertainment
8PgN-8ixiZg,355,497,368,640,480,30,0,h264,People & Blogs
45Gz-ZFJUgs,219,857,737,640,480,30,0,h264,Music
2RmN-m6XdOg,2272,1627,1432,1280,720,25,25,h264,Film & Animation
sbZ7-gfB_Ks,257,1323,1230,854,480,25,0,h264,Education
IH7E-xtjhEw,239,825,758,640,480,29.97,0,h264,Entertainment
Uw5H-D_G4D8,53,518,443,360,480,30,0,h264,People & Blogs
YJjd-748WBo,134,2155,2027,1280,720,24,24,h264,Music
1BZT-d2uo2E,334,725,602,640,360,25,0,h264,Sports
QlR5EGdZ4SI,257,368,236,320,240,25,0,h264,Film & Animation
9A_Z-EJj_EQ,243,434,303,352,262,29.97,0,h264,Music
HaC_GWo2GKY,343,2742,2547,1280,720,30,30,h264,Music
idPJ-9e1HDE,11,4253,4062,1080,1920,24,24,h264,Sports
2UYa-3lAh8I,198,541,443,640,360,29.97,29.97,h264,Entertainment
AJda-KDuFVA,155,729,659,480,360,30,0,h264,Comedy
4K6p-0-uEHk,11,613,538,360,480,30,0,h264,Comedy
e9Ty-IK7U3E,15,470,339,270,480,30,0,h264,Comedy
LHQB-HRD8OU,339,933,815,640,480,25,0,h264,Music
_1Rj-m66ijo,315,347,247,352,264,30,30,h264,Music
hGqi-FiLfWQ,388,423,325,272,480,30,0,h264,Howto & Style
HtHH-JhnpeM,27,600,501,480,360,29.97,29.97,h264,Music
xRVZ-loihag,38,852,745,640,480,25,0,h264,Autos & Vehicles
8fx_-8P9k6U,82,1335,1142,1280,720,29.97,29.97,h264,People & Blogs
tvWM-Bo3ihU,284,517,390,320,240,15,0,h264,People & Blogs
ZMPr-BJutr0,586,470,340,720,480,30,0,h264,Entertainment
Wsi7-x4jgyg,98,2093,1898,1280,720,30,30,h264,Gaming
_zqU-Xvet4c,255,1129,1015,656,480,29.97,0,h264,News & Politics
gPqd-O284CQ,956,3097,2939,1280,720,29.92,29.97,h264,Gaming
XtTs-WzfZ4k,144,196,144,192,144,14.99,0,h264,People & Blogs
IR2-ySkElIs,25,3193,2998,1280,720,30,30,h264,Sports
OO7J-iTIcKk,204,1338,1143,1280,720,25,25,h264,Music
h_AV-v3RsV4,5,428,347,360,480,29.97,0,h264,Comedy
lPrO-UTFC8A,34,384,279,320,240,29.97,29.97,h264,Comedy
CJsRhrtoRos,600,1306,1230,854,480,25,0,h264,Sports
JWym-dAnJqc,346,1292,1182,720,480,30,0,h264,People & Blogs
ugYT-0Y6yf0,444,383,286,320,240,15,0,h264,Music
8_3Q-iWAUZU,24,458,361,720,480,29.92,0,h264,Entertainment
opRQ-kihjQo,478,1556,1361,1280,720,30,30,h264,Gaming
aGqD-NQHSF4,2555,418,288,480,360,25,0,h264,Education
VuMD-bDxvg4,36,418,292,480,270,25,0,h264,Science & Technology
tD6uj7wYJWM,143,351,283,320,240,29.97,0,h264,Comedy
oZk_-5PAPoc,105,376,278,216,360,21,0,h264,Gaming
F7_8--5N-NY,27,2143,2007,1280,720,29.92,29.95,h264,People & Blogs
AAS8-4lNxy8,70,150,97,192,144,11.08,0,h264,Film & Animation
_859-b6uYeA,96,446,324,384,288,25,25,h264,Science & Technology
97qs-pPu2e8,201,663,571,360,480,30,0,h264,Comedy
mMoR-77uej4,557,727,689,640,360,25,0,h264,News & Politics
_j74-ael_PI,79,253,190,320,240,12.5,0,h264,News & Politics
uDBT-CpDo8c,16,868,822,640,480,15,0,h264,Sports
w0K4-hJwxAo,380,875,763,640,360,29.97,0,h264,Music
1Bk8-XfpZrU,204,405,307,568,320,30,0,h264,Entertainment
48Ut-SVg8b4,38,504,408,508,276,25,0,h264,Film & Animation
2zGA-dVIEtc,94,655,530,426,318,30,0,h264,Entertainment
EuyZSKeNIUk,9542,2425,2230,1280,720,30,30,h264,Gaming
vQYt-WNiu5U,171,501,373,600,480,25,0,h264,Comedy
YLbm0uvGWZw,23,596,535,270,360,29.97,0,h264,Gaming
kJZW-osD4Bs,56,1539,1345,1280,720,29.97,29.97,h264,Sports
9f-x-bC9_Es,68,426,295,480,360,29,0,h264,Comedy
O2v6-KhggwQ,178,1407,1276,1920,1080,29.92,29.97,h264,Music
5vDo-XIDC9E,223,1085,970,640,480,30,0,h264,Music
LFex-Ty59EI,187,314,193,384,288,25,0,h264,People & Blogs
Y2sF-AaKH1Q,22,819,728,658,480,29.97,0,h264,Entertainment
C9E2-rXiHuU,933,463,335,640,480,15,0,h264,Sports
KhNF-SRh4i4,551,834,714,600,480,25,0,h264,Comedy
VAAA-6Bi8s4,387,1276,1082,1280,720,23.98,23.98,h264,Comedy
S4k4-2Va2dA,87,1284,1175,640,480,24,0,h264,Film & Animation
rhzm-MS3g70,139,356,225,640,480,25,0,h264,Nonprofits & Activis
Q_I5-xLSHoo,28,3173,3027,1280,720,30,30,h264,Comedy
xWIZ-FsA_Xw,1105,2558,2364,1280,720,24,24,h264,Gaming
ypQa-3KAcr0,673,1634,1525,1916,1080,29.97,29.97,h264,People & Blogs
cOAq-uM43Zk,114,612,500,480,360,25,25,h264,Entertainment
6byG-RCuKuQ,26,2048,1901,1280,720,30,30,h264,Comedy
XSok-q8c9Xo,270,834,757,640,480,29.92,0,h264,People & Blogs
Uzlp-mHIpOI,58,313,239,320,240,29.97,0,h264,Travel & Events
uDTU-duoLpg,411,4735,4540,1920,1080,29.97,29.97,h264,Sports
QlpG-6sMt-w,15,809,710,600,480,25,0,h264,People & Blogs
QSv5-gFjEms,381,3027,2945,1280,720,24,24,h264,Entertainment
WNGQ-BZu1yo,49,379,279,320,240,29.97,29.97,h264,People & Blogs
nbE0-qpDnDA,147,2415,2268,720,1280,30,30,h264,Comedy
xq0q-EWuB8g,86,2342,2187,1280,720,29.97,29.97,h264,Gaming
mlvr-BrhSKk,187,3073,2994,1280,720,23.98,23.98,h264,Entertainment
jGjAeRx7ick,610,361,244,320,240,29.97,29.97,h264,People & Blogs
B5Cv-oUaS4c,56,547,451,272,480,30,0,h264,Comedy
rxZr-Z4qWnM,15,3146,2988,1280,720,29.97,29.97,h264,Gaming
6KTH-6hIhqU,380,254,187,320,234,29.97,0,h264,Music
kGX9-aybLgc,910,1169,1089,640,480,29.97,0,h264,Education
P8jg-EeAtuw,181,4731,4536,1920,1080,29.97,29.97,h264,People & Blogs
Uhhe-3TBqY4,10,3141,3006,1280,720,29.92,29.91,h264,People & Blogs
iWtf-G27bKY,149,1823,1677,1280,720,30,30,h264,Comedy
djDb-i3hpPY,132,1239,1128,720,480,29.97,0,h264,Sports
1wGh-rRBwEE,123,2487,2333,960,720,29.97,29.97,h264,Pets & Animals
MgUN-koaSUA,482,2380,2234,1280,720,29.97,29.97,h264,Music
cRQl-s9ptAQ,380,809,717,640,480,29.97,0,h264,Entertainment
tFgl-78sSXU,558,115,47,320,240,25,0,h264,Music
1rzu-hqX4PQ,111,1163,1107,640,480,24,0,h264,People & Blogs
WxR8-oLg-fg,151,2253,2095,1280,720,29.97,29.97,h264,Gaming
WQY-rl2-jnA,371,524,389,480,360,25,25,h264,Sports
w5Sv-Xk5Ws0,48,275,144,192,144,6,0,h264,Nonprofits & Activis
wLh8-xMp6wg,216,583,489,568,320,30,0,h264,Music
D3Ew-NALKAg,135,1330,1229,854,480,29.97,0,h264,People & Blogs
P33Y-CSrv6Q,303,463,334,320,240,25,0,h264,Music
HMkj-rmJF94,33,343,246,384,288,10.87,0,h264,Entertainment
lP4_-uCh_JA,136,611,485,640,480,29.97,0,h264,News & Politics
HT4M-vSoQSU,55,310,214,320,240,29.97,29.97,h264,People & Blogs
CWSK-hSkaaM,25,860,822,640,480,29.97,0,h264,People & Blogs
eilF-VBuEso,110,491,374,320,240,25,0,h264,Science & Technology
qwBRpyOx5-s,202,469,339,640,480,29.97,0,h264,Entertainment
jKDm-n68-dc,354,495,366,854,480,29.97,0,h264,Music
ePBU-hDTzuQ,238,310,204,320,256,25,25,h264,Entertainment
uII7-uE9erE,23,221,167,176,132,7.5,0,h264,Sports
hqGz-q_4z7k,4,83,71,384,288,25,0,h264,Education
H7Yy-ZGrZCU,463,380,249,540,360,25,0,h264,People & Blogs
QOjl-qSaG8I,600,559,446,352,288,25,25,h264,Entertainment
XoJsflfZ5-c,187,3136,2941,1920,1080,24,24,h264,Film & Animation
a8zo-kVm934,631,675,550,640,480,30,0,h264,Gaming
OQAq-Bubi8s,81,1275,1165,720,480,29.83,0,h264,Science & Technology
rvW3-Vh_jD8,1449,735,613,640,480,25,0,h264,Shows
sWZR-JU-pok,71,687,599,480,360,29.97,0,h264,People & Blogs
mVte-XpS-FE,15,3196,3001,1280,720,29.97,29.97,h264,People & Blogs
M99b-gZBVB4,13,3900,3705,1152,1920,30,30,h264,Science & Technology
LIaH-MIYIr4,32,607,485,712,480,24,0,h264,Howto & Style
oMAJ-34ZJ6o,247,2206,2060,1280,720,29.97,29.97,h264,Music
YUJP-0BgHwQ,191,995,800,720,1080,29.97,29.97,h264,Comedy
JBsM-6MLCvk,16,690,564,640,480,29.97,0,h264,Entertainment
5kMY-swtslQ,17,219,113,140,96,6,6,h264,Comedy
AcQ5-lRegF4,929,376,300,640,360,8,0,h264,People & Blogs
fN-C-RHZWTk,109,1220,1025,1280,720,30,30,h264,Music
vzWI-odtoQQ,185,372,317,320,262,29.97,0,h264,Music
iJLW--z41og,12,6204,6013,1920,1080,30,30,h264,Travel & Events
0Vzf-0W83Qo,25,863,823,640,480,30,0,h264,Music
IXSw-IUI8CU,492,2231,2073,1280,720,29.97,30,h264,Gaming
UYPr-df7PUY,190,525,397,600,480,25,0,h264,People & Blogs
auPj-uWtfDg,874,998,803,1440,1080,29.97,29.97,h264,Film & Animation
dG4R-9VWOSk,229,373,297,640,360,6,0,h264,People & Blogs
ZH0T-0YLqcU,76,1205,1148,640,480,30,0,h264,Autos & Vehicles
O2H5-oZDC2w,10,910,825,480,360,30,0,h264,Sports
5AVe-t08Vm8,600,257,191,600,480,25,0,h264,People & Blogs
s-E8-X2kXXs,697,93,85,320,240,7.5,0,h264,Sports
v272-d_VyBA,32,421,314,640,480,30,0,h264,Entertainment
kBRX-37tjh8,264,925,820,640,480,29.97,0,h264,Film & Animation
nwu7-_WPK_s,60,856,739,640,480,25,0,h264,Entertainment
iafY-UyCgf8,35,739,669,640,480,30,0,h264,Entertainment
8A-t-FN_qew,33,3184,2991,1280,720,23.98,23.98,h264,Film & Animation
_mVI-_ZpxmE,200,451,347,352,288,15,15,h264,Entertainment
mwhx-lazKDQ,84,409,278,320,240,30,0,h264,People & Blogs
SdnN-BXJHaw,24,2862,2703,960,720,30,30,h264,People & Blogs
pyhv-qiIuok,156,534,415,400,300,29.97,29.97,h264,Sports
yIIH-BOA0Nw,182,6183,5992,1906,1080,30,29.97,h264,Science & Technology
crxE-BOCfWc,163,2889,2694,1280,720,30,30,h264,Gaming
myUL-95CLdo,35,451,349,480,360,15,15,h264,Music
SEol-6jjqeA,91,3119,2972,1280,720,30,30,h264,Autos & Vehicles
ndgN-4AX1Ic,32,908,822,640,480,25,0,h264,Entertainment
IYtw-47t6r4,46,392,294,480,270,24,0,h264,Autos & Vehicles
alwF-CZK41A,52,721,630,640,480,29.97,0,h264,News & Politics
qPCv-1bedyg,35,794,599,1280,720,14.99,14.99,h264,Howto & Style
COzt-nh9-kI,147,1051,935,640,480,29.97,0,h264,Music
y1WV-LsiYqw,108,899,780,640,480,29.97,0,h264,Film & Animation
cZSt-k-vFLI,659,3013,2819,1280,720,25,25,h264,Music
uWY0-UgZdbU,42,1292,1181,640,480,30,0,h264,Music
hwQQ-mP9rSE,411,926,820,640,480,29.97,0,h264,Comedy
lsmR-CSClL8,43,1146,997,1280,720,30,30,h264,Entertainment
FhXU-KRsTw0,36,2559,2442,1280,720,30,30,h264,People & Blogs
dt-z-GgloVI,4,414,339,640,480,30,0,h264,Music
4WzD-APKOGA,186,353,221,640,480,30,0,h264,Autos & Vehicles
_Wfn-MsPjUc,328,4704,4550,1920,1080,25,25,h264,Sports
uaI7-8WZIuo,40,348,345,854,480,18,0,h264,People & Blogs
qN_k-vg8zVg,24,396,321,320,240,26,0,h264,People & Blogs
k2Xg-mmvuWw,540,135,68,320,240,25,0,h264,Music
LpJK-c2s-O8,53,838,716,854,480,29.97,0,h264,People & Blogs
E-vy-7KmXHM,507,605,512,640,480,29.92,0,h264,Education
Okss-MS9AL0,55,1317,1171,1280,720,15,15,h264,Science & Technology
grTD-DasfDE,26,908,821,640,480,29.97,0,h264,People & Blogs
W0N9-4uiWeU,131,888,768,640,480,30,0,h264,Gaming
3a26-XuYLzk,54,518,428,480,360,29.97,29.97,h264,Autos & Vehicles
c6Er-WvdRng,237,1154,998,1280,720,29.97,29.97,h264,Music
ClM7-vhfrJ8,32,1246,1101,1920,1080,10,10,h264,Entertainment
rk60-aigXHE,142,606,501,480,360,25,25,h264,Entertainment
oTyt-19zRlM,45,487,440,320,240,29.92,0,h264,People & Blogs
dyxcjiIZoMo,394,826,705,640,360,25,0,h264,Entertainment
znIJ-ZSva_k,36,234,182,192,144,54.42,0,h264,People & Blogs
O6Cu-Azptm4,928,2555,2400,1280,720,30,30,h264,Gaming
5yJh-EamDko,111,2291,2137,1280,720,25,25,h264,Music
S5riOvFoRPc,252,845,803,640,360,29.97,0,h264,Sports
t8jj-fROSwM,89,380,304,320,240,17,0,h264,Entertainment
N0hS-FzalAw,218,2550,2356,1280,720,24,24,h264,Music
s6Rq-cUctis,100,248,185,320,240,13.75,0,h264,Entertainment
UYM6-8sZIqU,192,815,730,1280,718,10,10,h264,People & Blogs
2RFC-ysB0kA,29,1029,967,854,480,24,0,h264,Gaming
m3iO-dIBlIY,640,439,380,320,240,29.97,0,h264,Sports
fnF6-o-hvuo,264,373,272,320,240,14.99,14.99,h264,Music
Llpw-hAsgTA,607,943,826,640,360,24,0,h264,Gaming
mVS7-Gffdxo,22,1708,1551,1280,720,25,25,h264,Gaming
oivH-Lwd13o,142,609,481,480,360,29.97,29.97,h264,Entertainment
P2VO-td8c5Y,247,577,483,640,480,29.97,0,h264,Music
JK0w-E0tuVI,542,537,443,640,356,25,0,h264,Education
iR4b-PI0L_Y,172,602,476,426,240,30,0,h264,Music
zeHT-fzmwgA,598,425,367,320,240,29.97,0,h264,Education
wZAr-wnXEKg,299,855,735,720,480,29.97,0,h264,Comedy
SHba-DGKXgo,66,644,518,854,480,29.97,0,h264,Howto & Style
Ntd_-nQqdnw,32,1319,1231,854,480,25,0,h264,Travel & Events
FiUW-XbptjE,74,853,779,640,480,29.97,0,h264,Film & Animation
lbim-IE-u5Q,69,877,757,320,240,30,0,h264,Pets & Animals
K9TJ-klL89Q,320,431,369,320,240,30,0,h264,Music
Mjmf-VVUDrA,81,2800,2605,1280,720,30,30,h264,People & Blogs
j-UC-OsKuVQ,17,590,486,480,320,25,0,h264,Film & Animation
in97-V2Gn7s,41,240,133,192,144,6,6,h264,Entertainment
IlqH-OQXVBI,59,423,293,450,360,25,0,h264,Comedy
Wnd2-actOgQ,1417,423,293,426,236,25,0,h264,People & Blogs
uWD8-wUNkrI,721,1622,1428,958,720,30,30,h264,Gaming
_maI-b1Rzy0,601,484,423,480,360,29.97,0,h264,People & Blogs
0bWM-p7F2IM,561,507,385,720,480,30,0,h264,Howto & Style
DhHt-WhoJVs,14,1234,1179,640,480,29.41,0,h264,Music
scQF-Tte8oc,14,227,126,140,96,14.98,14.98,h264,Comedy
0mAe-jwIuFk,31,3112,2917,1260,720,30,30,h264,People & Blogs
ernW-RPBiX4,122,3087,3005,1280,720,29.97,29.97,h264,Music
iIja-DQNX4k,303,924,839,656,480,25,0,h264,News & Politics
4u7R-LPiRYo,251,8644,8489,1920,1214,29.97,29.97,h264,Shows
7_Vo-c1Tv1Y,550,481,376,320,240,29.97,0,h264,People & Blogs
pjPL-NE4UlI,21,915,795,640,352,30,0,h264,Travel & Events
OWwI-yvgLwM,42,1199,1141,800,480,20.67,0,h264,Entertainment
UPv_-lBiYwY,155,102,49,320,240,29.92,0,h264,Gaming
LhGD-Obbpm8,103,867,820,640,480,30,0,h264,Music
v3pD-Q0cvXI,70,941,821,480,360,29.97,0,h264,People & Blogs
tAX2-uaX8-o,40,1216,1104,640,480,29.97,0,h264,Pets & Animals
CQEd--jpmDo,2180,731,642,640,480,25,0,h264,News & Politics
wTaG-QAM9EE,191,264,134,400,224,15,0,h264,Howto & Style
9dsX-3z9tM0,41,2790,2635,720,1280,29.97,29.97,h264,Comedy
ecgU-DD_c2w,391,379,250,240,180,15,0,h264,Music
RijW-56iqIg,772,4243,4085,1920,1080,29.92,29.97,h264,Gaming
erlx-5p-eSk,92,448,351,640,360,25.08,0,h264,Education
NVNv-CbDF8A,168,796,707,640,480,29.97,0,h264,Education
QDZF-MyvP7w,45,6048,5894,1920,1080,30,29.98,h264,People & Blogs
14L-HynKB_o,593,2527,2333,1280,720,30,30,h264,Gaming
v6ku-XEUaR0,39,877,812,640,480,29.97,0,h264,Education
rKjS-91NQSU,218,305,242,320,240,15,0,h264,Entertainment
V3So-pJd43o,68,393,296,202,360,15,0,h264,Comedy
TkMl-PM2Axg,75,588,461,640,360,29.97,0,h264,Film & Animation
p3sL-c898D8,48,427,329,480,360,30,0,h264,Sports
oIvv-6T8k0M,345,1467,1273,960,720,29.97,29.97,h264,Gaming
Euoh-3X1uWk,28,2049,1854,1280,720,30,30,h264,Film & Animation
MykK-N4uNgU,431,806,718,640,480,29.97,0,h264,Comedy
MpTp-a6oB1g,218,627,500,450,360,25,25,h264,Comedy
ftub-G6EINY,2,309,150,276,184,15,0,h264,People & Blogs
5k3o-8kXk94,621,500,372,640,480,25,0,h264,People & Blogs
lfi8-PZwk90,44,864,820,640,480,29.97,0,h264,People & Blogs
BIBw-SLP2_w,195,3937,3779,1440,1080,29.97,29.97,h264,Music
uqrd-zNLtTs,3556,378,247,720,480,29.97,0,h264,Nonprofits & Activis
6gqn-lN804g,215,615,501,320,240,29.97,29.97,h264,Music
j9lx-cUAjRY,164,1253,1142,854,480,29.97,0,h264,People & Blogs
C55J-BsXp-M,86,1780,1586,1280,720,25,25,h264,People & Blogs
E_ZX-GJ_e1o,51,1212,1154,640,480,29.92,0,h264,Pets & Animals
DFOJ-XxZwQ4,174,1284,1174,640,480,30,0,h264,Entertainment
_dDz-cbWxxA,34,428,298,400,300,25,0,h264,Autos & Vehicles
tcNQ-BDf6Qk,235,308,305,854,388,15,0,h264,Education
4oks-5BxZVg,184,3115,2921,720,1280,29.97,29.97,h264,People & Blogs
aH3M-F65Szs,32,1150,1039,720,480,27,0,h264,Entertainment
mw3z-iGNoFE,5,4368,4230,1920,1080,23.98,23.98,h264,People & Blogs
SxxW--oV60g,43,686,561,848,480,30,0,h264,People & Blogs
cnvw-J4EgKQ,63,2877,2795,720,1280,30,30,h264,Comedy
F3gn-x66L9s,82,5071,4876,1920,1080,29.97,29.97,h264,Entertainment
Smbu-d0i1Oo,939,1078,964,720,480,29.97,0,h264,Comedy
UoUz-5RBpGw,54,1055,939,640,480,25,0,h264,Gaming
7KWQ-BqbGHs,217,906,820,640,480,29.97,0,h264,Music
6WEy-TC7s2s,57,339,289,384,288,15,0,h264,People & Blogs
T5JJ-R87ymg,19,892,770,848,480,15,0,h264,People & Blogs
IJRL-MUEC1s,1395,5405,5211,1920,1080,25,25,h264,Gaming
5fmb-fUibjo,52,622,528,320,240,30,0,h264,Comedy
prKx-AsbO-U,323,1661,1511,1280,720,29.97,29.97,h264,Gaming
jlm3-R3ZdT0,174,3145,2991,1280,720,29.97,29.97,h264,Sports
Mp1D-yjS6wM,896,2134,2001,1280,720,25,25,h264,Gaming
0L4x-1JQbJs,29,1290,1180,854,480,29.92,0,h264,People & Blogs
A3lI-UvIueI,501,395,298,320,240,15,0,h264,Gaming
jAiB-eojp4U,298,3229,3034,1280,720,30,30,h264,People & Blogs
wP1C-8xNq4E,496,325,263,320,240,25,0,h264,Sports
pmCI-XnUkjA,25,915,828,640,480,30,0,h264,Travel & Events
LHoY-Er8AM4,385,2984,2826,1280,720,29.97,30,h264,Gaming
z7MJ-RPW6cM,145,1290,1180,854,480,25,0,h264,Travel & Events
yKv0-jjaS7o,130,986,869,854,480,30,0,h264,People & Blogs
cd0S--cKlj0,322,563,436,640,480,30,0,h264,Science & Technology
ARXG--Do41Y,1557,622,497,654,480,29.97,0,h264,People & Blogs
cNmi-93USd0,209,174,105,160,112,25,0,h264,People & Blogs
mLCV-bHTe-o,155,509,380,854,480,29.97,0,h264,Music
ESwQ-ArGFOM,36,307,173,640,480,29.97,0,h264,Education
_Ucc-qO_GYY,219,612,501,480,360,29.92,29.92,h264,People & Blogs
PohCJ8J1Hfs,706,4677,4483,1920,1080,25,25,h264,Howto & Style
Fy2D-6K3nXs,180,5575,5381,1920,1080,23.98,23.98,h264,People & Blogs
oi0L-KWhRhg,77,6079,5945,1906,1080,24,23.98,h264,Music
ZtZ4-8UFPBI,24,280,179,360,480,10,0,h264,Film & Animation
vvYi-tInV5E,57,6196,6003,1920,1080,25,25,h264,People & Blogs
jYM1-zjYeeE,36,378,301,320,240,15,0,h264,People & Blogs
binB-AxV6EU,16,418,289,320,240,30,30,h264,News & Politics
7sjo-5i888M,86,1786,1592,1280,720,29.97,29.97,h264,Howto & Style
H9wC-nTphkw,2954,450,320,640,480,30,0,h264,People & Blogs
D9mZ-DYL2es,27,450,448,720,480,25,0,h264,Education
Hcoe-8XvIzM,227,242,109,640,360,6,0,h264,Music
t2AQ-0KkUz0,22,326,265,320,236,19.92,0,h264,Entertainment
dQ5j-KAm5gA,598,920,820,640,480,29.97,0,h264,Sports
v2mm-9ncR1Q,826,712,589,640,480,30,0,h264,Entertainment
6pAh-iBzFSo,21,2173,2022,1280,720,23.98,23.98,h264,People & Blogs
wXt7-_U2IFM,20,3138,2943,1920,1080,20,20,h264,People & Blogs
tpEP-7UgRfo,258,236,170,320,240,25,0,h264,News & Politics
Ue47-MQzlQQ,121,425,348,320,240,29.97,0,h264,People & Blogs
i1r-ph9bgJo,67,2897,2702,1272,720,29.97,29.97,h264,Autos & Vehicles
Z4iJkEkTXGg,183,4409,4214,1920,1080,29.97,29.97,h264,News & Politics
BePW-sbXzBM,134,615,499,320,240,15,15,h264,People & Blogs
QwVu-I-JLrg,46,5134,4940,1920,1080,29.97,29.97,h264,People & Blogs
EXo_-yTFXqE,305,1222,1110,640,480,30,0,h264,Gaming
niLV-d5SR_Q,190,1236,1158,640,480,25,0,h264,Music
GTYy-Vn57vE,1700,550,424,640,480,18,0,h264,Entertainment
uq6z-6NadpE,5,3343,3238,1440,1088,15,15,h264,Entertainment
DDDj-9HnAfg,19,400,284,320,240,30,30,h264,Music
WhUE-69hQtM,671,910,792,600,480,25,0,h264,Autos & Vehicles
zqj7-Q0_4nA,204,928,820,640,480,29.97,0,h264,Music
dwb-Pe9iybU,253,1194,1083,854,388,25,0,h264,Sports
RDiGS-393L8,53,908,822,480,360,25,0,h264,Gaming
CRzZ-dSiZgg,149,1126,466,384,288,30,0,h264,Science & Technology
aD5n-ZALpVo,50,3131,2985,1280,720,30,30,h264,Pets & Animals
fPKY-Nlbqs8,213,680,570,640,480,29.97,0,h264,Music
e1_x-rQJbKE,108,622,550,640,480,30,0,h264,People & Blogs
0nUw-9kgoJY,219,6193,5999,1920,1080,30,30,h264,People & Blogs
tdLS-w6_77s,299,670,546,480,360,25,0,h264,People & Blogs
ukIY-mLb9Cc,49,6194,6000,1920,1080,29.97,29.97,h264,Music
ngTh-8eqS_o,541,135,83,320,240,30,0,h264,Music
AU4Y-0Smdnw,7,953,834,640,480,29.97,0,h264,Gaming
zha9qoMPYT0,527,1310,1116,1280,720,30,30,h264,News & Politics
Wpa5-FExudo,50,455,325,480,272,29.97,0,h264,People & Blogs
UPmR-C0jNl8,34,1505,1310,1920,1080,29.97,29.97,h264,Film & Animation
C3uf-tTwvaY,38,791,681,480,360,30,0,h264,Entertainment
6cdP-R5MHPw,119,3146,3000,1280,720,30,30,h264,Gaming
